,MonthlyIncome,Passport,DurationOfPitch,Designation_Executive,ProductPitched_Deluxe,Designation_Manager,Age,NumberOfTrips,PreferredPropertyStar,Gender_Male,ProdTaken
3113,21082.0,1,13.0,1,0,0,40.0,2.0,5.0,1,1
3115,20686.0,0,17.0,1,0,0,35.0,3.0,4.0,1,0
3119,21007.0,0,14.0,1,0,0,32.0,5.0,3.0,1,0
3120,22692.0,1,28.0,0,1,1,36.0,3.0,3.0,0,0
3122,20937.0,0,27.0,1,0,0,49.0,6.0,3.0,1,0
3123,25610.0,0,27.0,0,1,1,32.0,3.0,3.0,0,0
3127,21091.0,1,26.0,1,0,0,26.0,3.0,4.0,1,1
3134,24533.0,1,19.0,0,1,1,32.0,2.0,3.0,0,0
3135,22295.0,1,16.0,1,0,0,41.0,2.0,4.0,1,0
3136,25403.0,0,10.0,0,1,1,33.0,3.0,5.0,0,0
3140,23125.0,0,11.0,0,1,1,46.0,3.0,4.0,1,0
3142,23279.0,0,25.0,0,1,1,36.0,3.0,3.0,0,0
3151,23745.0,1,23.0,0,1,1,48.0,3.0,3.0,1,0
3157,20948.0,0,7.0,1,0,0,46.0,5.0,3.0,0,0
3159,24166.0,1,7.0,0,1,1,34.0,3.0,4.0,0,0
3162,22311.0,1,30.0,0,1,1,46.0,3.0,5.0,1,0
3164,20810.0,1,29.0,1,0,0,31.0,6.0,3.0,0,1
3166,21362.0,0,17.0,1,0,0,39.0,2.0,3.0,1,0
3168,23055.0,0,24.0,0,1,1,25.0,3.0,3.0,0,0
3169,22421.0,1,21.0,1,0,0,36.0,3.0,4.0,1,1
3170,22826.0,0,7.0,0,1,1,32.0,3.0,5.0,0,0
3177,24150.0,0,9.0,0,1,1,27.0,3.0,3.0,1,0
3183,22905.0,0,9.0,0,1,1,28.0,2.0,3.0,0,0
3184,22595.0,0,17.0,1,0,0,36.0,3.0,3.0,1,0
3186,21058.0,0,16.0,1,0,0,51.0,6.0,3.0,1,0
3195,25025.0,0,7.0,0,1,1,51.0,2.0,3.0,0,0
3205,23512.0,0,22.0,0,1,1,37.0,2.0,3.0,1,1
3207,20898.0,1,17.0,1,0,0,35.0,3.0,3.0,0,0
3208,19730.0,0,10.0,1,0,0,29.0,3.0,4.0,1,0
3209,21499.0,0,10.0,1,0,0,39.0,5.0,3.0,1,0
3212,27074.0,0,33.0,0,1,1,41.0,3.0,5.0,1,0
3213,20685.0,0,7.0,1,0,0,27.0,3.0,3.0,0,0
3222,23293.0,1,15.0,0,1,1,47.0,2.0,5.0,0,0
3223,21139.0,1,11.0,1,0,0,52.0,2.0,3.0,1,1
3225,22633.0,0,7.0,1,0,0,27.0,3.0,5.0,1,0
3237,20885.0,0,22.0,1,0,0,29.0,3.0,3.0,1,0
3239,25372.0,1,17.0,0,1,1,38.0,4.0,3.0,0,0
3241,21055.0,0,28.0,1,0,0,27.0,3.0,3.0,1,1
3244,21274.0,0,7.0,1,0,0,29.0,3.0,4.0,1,1
3246,22980.0,0,14.0,0,1,1,34.0,2.0,4.0,0,0
3247,21657.0,0,10.0,1,0,0,35.0,5.0,3.0,1,0
3249,24271.0,0,16.0,0,1,1,46.0,3.0,3.0,0,0
3252,21192.0,0,35.0,1,0,0,30.0,6.0,3.0,0,0
3262,21469.0,0,27.0,1,0,0,32.0,2.0,3.0,1,0
3263,21879.0,0,9.0,1,0,0,29.0,2.0,4.0,1,0
3264,23646.0,0,18.0,0,1,1,36.0,3.0,3.0,1,0
3267,21969.0,0,17.0,1,0,0,30.0,2.0,4.0,0,0
3269,23734.0,1,15.0,0,1,1,30.0,3.0,3.0,1,0
3270,21522.0,0,7.0,1,0,0,39.0,3.0,3.0,1,0
3271,21381.0,1,13.0,1,0,0,29.0,3.0,3.0,1,0
3274,23444.0,1,19.0,1,0,0,42.0,5.0,3.0,1,0
3275,21288.0,0,22.0,1,0,0,32.0,3.0,3.0,1,1
3276,24409.0,0,32.0,0,1,1,38.0,2.0,3.0,0,0
3277,21217.0,0,13.0,1,0,0,28.0,3.0,3.0,1,0
3278,24392.0,0,16.0,0,1,1,35.0,3.0,3.0,0,0
3286,21193.0,1,19.0,1,0,0,29.0,3.0,3.0,0,1
3287,23098.0,0,10.0,1,0,0,27.0,3.0,3.0,1,0
3288,25256.0,0,17.0,0,1,1,31.0,3.0,3.0,1,0
3289,23100.0,1,33.0,0,1,1,41.0,5.0,3.0,0,0
3292,21054.0,0,11.0,1,0,0,36.0,3.0,3.0,1,0
3294,21505.0,0,9.0,1,0,0,33.0,3.0,5.0,0,0
3296,21809.0,0,13.0,1,0,0,30.0,3.0,3.0,0,0
3298,23155.0,1,14.0,1,0,0,46.0,6.0,3.0,0,0
3299,25152.0,0,7.0,0,1,1,38.0,3.0,3.0,0,0
3304,21531.0,1,10.0,1,0,0,23.0,2.0,3.0,1,1
3307,22278.0,0,9.0,1,0,0,34.0,3.0,3.0,1,0
3309,22793.0,0,36.0,0,1,1,31.0,2.0,5.0,1,0
3310,23005.0,0,9.0,0,1,1,41.0,7.0,4.0,1,0
3312,21874.0,0,26.0,1,0,0,29.0,3.0,5.0,1,0
3315,20888.0,0,24.0,1,0,0,25.0,3.0,4.0,0,1
3316,23217.0,0,32.0,0,1,1,34.0,3.0,3.0,0,0
3318,22169.0,0,14.0,0,1,1,31.0,3.0,3.0,1,0
3322,24950.0,0,9.0,0,1,1,43.0,2.0,5.0,1,0
3324,21421.0,0,20.0,1,0,0,33.0,3.0,4.0,0,0
3327,21459.0,0,16.0,1,0,0,34.0,2.0,3.0,1,0
3330,22257.0,1,7.0,1,0,0,31.0,2.0,4.0,1,0
3333,20913.0,1,21.0,1,0,0,28.0,3.0,5.0,1,0
3335,20689.0,0,9.0,1,0,0,45.0,3.0,3.0,0,0
3337,22438.0,0,7.0,1,0,0,30.0,3.0,3.0,0,0
3339,25511.0,1,18.0,0,1,1,32.0,3.0,5.0,1,0
3346,21195.0,0,11.0,1,0,0,28.0,3.0,3.0,1,0
3347,25301.0,1,14.0,0,1,1,30.0,3.0,3.0,1,0
3354,19901.0,0,7.0,1,0,0,24.0,3.0,3.0,1,0
3364,23122.0,0,26.0,0,1,1,35.0,6.0,4.0,0,0
3367,23168.0,0,18.0,0,1,1,35.0,6.0,4.0,1,0
3368,22184.0,1,13.0,1,0,0,36.0,2.0,3.0,1,0
3373,22545.0,1,9.0,1,0,0,29.0,3.0,3.0,1,0
3379,24887.0,0,15.0,0,1,1,33.0,3.0,3.0,1,0
3383,23561.0,0,14.0,0,1,1,33.0,3.0,3.0,1,1
3397,21040.0,0,10.0,1,0,0,45.0,6.0,5.0,1,1
3401,22222.0,0,23.0,1,0,0,41.0,2.0,3.0,1,0
3404,22781.0,0,7.0,0,1,1,42.0,2.0,5.0,0,0
3407,25571.0,0,9.0,0,1,1,39.0,5.0,5.0,0,0
3409,22347.0,0,26.0,1,0,0,26.0,5.0,3.0,1,0
3411,21065.0,0,7.0,1,0,0,41.0,5.0,4.0,1,0
3412,23317.0,0,14.0,0,1,1,37.0,4.0,5.0,0,0
3414,21212.0,0,18.0,1,0,0,28.0,2.0,3.0,0,0
3417,24041.0,0,7.0,0,1,1,36.0,2.0,3.0,0,0
3422,25055.0,0,9.0,0,1,1,41.0,7.0,3.0,0,0
3423,24107.0,0,36.0,0,1,1,35.0,6.0,3.0,1,0
3425,23292.0,1,25.0,0,1,1,36.0,2.0,3.0,0,1
3426,21288.0,0,14.0,1,0,0,39.0,3.0,3.0,1,0
3428,23402.0,0,33.0,0,1,1,29.0,3.0,5.0,1,0
3429,24857.0,1,29.0,0,1,1,32.0,3.0,3.0,1,1
3430,24798.0,1,28.0,0,1,1,40.0,5.0,3.0,1,0
3432,24145.0,1,29.0,0,1,1,42.0,5.0,3.0,0,0
3433,21674.0,1,11.0,1,0,0,38.0,2.0,3.0,1,0
3435,22756.0,1,9.0,0,1,1,33.0,2.0,4.0,1,0
3437,24910.0,0,25.0,0,1,1,26.0,4.0,3.0,1,0
3440,24447.0,1,17.0,0,1,1,28.0,3.0,3.0,0,0
3444,21628.0,0,15.0,1,0,0,53.0,2.0,5.0,0,0
3457,23457.0,0,14.0,0,1,1,31.0,2.0,5.0,0,0
3459,21674.0,0,7.0,1,0,0,35.0,7.0,5.0,1,0
3461,20777.0,0,18.0,1,0,0,28.0,2.0,5.0,1,0
3463,24325.0,0,23.0,0,1,1,37.0,6.0,5.0,0,0
3465,23078.0,0,16.0,1,0,0,26.0,5.0,5.0,1,1
3469,22840.0,1,11.0,0,1,1,25.0,3.0,3.0,0,0
3471,21972.0,0,7.0,1,0,0,35.0,7.0,4.0,0,0
3472,20805.0,1,12.0,1,0,0,42.0,4.0,3.0,1,0
3473,22653.0,0,16.0,0,1,1,41.0,5.0,3.0,1,0
3482,24164.0,0,14.0,0,1,1,49.0,6.0,5.0,1,0
3489,21023.0,0,9.0,1,0,0,41.0,4.0,3.0,1,0
3491,23051.0,0,14.0,0,1,1,34.0,2.0,5.0,1,0
3493,23979.0,0,23.0,0,1,1,31.0,2.0,3.0,1,0
3495,23446.0,0,7.0,0,1,1,45.0,2.0,3.0,0,0
3503,21082.0,0,14.0,1,0,0,36.0,3.0,3.0,1,0
3505,20711.0,0,20.0,1,0,0,25.0,3.0,4.0,0,0
3507,27298.0,0,26.0,0,1,1,30.0,3.0,3.0,1,0
3508,20742.0,0,7.0,1,0,0,31.0,2.0,3.0,1,0
3510,22516.0,0,11.0,1,0,0,34.0,2.0,4.0,0,0
3511,23269.0,1,21.0,0,1,1,48.0,5.0,3.0,0,0
3513,20241.0,0,7.0,1,0,0,29.0,3.0,3.0,1,0
3515,23467.0,0,10.0,0,1,1,50.0,6.0,5.0,0,0
3516,21858.0,0,9.0,1,0,0,30.0,2.0,4.0,0,0
3532,23519.0,0,9.0,1,0,0,43.0,6.0,4.0,1,0
3533,22963.0,0,20.0,0,1,1,38.0,3.0,3.0,1,0
3538,24151.0,0,16.0,0,1,1,41.0,2.0,5.0,1,0
3539,23885.0,1,35.0,0,1,1,34.0,3.0,3.0,1,0
3542,22747.0,1,15.0,0,1,1,41.0,5.0,3.0,1,0
3544,21108.0,0,35.0,1,0,0,36.0,2.0,3.0,0,0
3545,24556.0,0,12.0,0,1,1,33.0,5.0,4.0,0,0
3547,25117.0,0,23.0,0,1,1,49.0,2.0,3.0,0,0
3549,25070.0,0,15.0,0,1,1,34.0,4.0,5.0,1,0
3551,24755.0,0,17.0,0,1,1,39.0,5.0,3.0,1,0
3554,20752.0,1,9.0,1,0,0,36.0,3.0,5.0,0,1
3556,23533.0,0,9.0,0,1,1,39.0,6.0,4.0,1,1
3558,21045.0,0,22.0,1,0,0,49.0,2.0,5.0,0,0
3561,24162.0,0,7.0,0,1,1,35.0,2.0,3.0,1,0
3562,20739.0,0,10.0,1,0,0,27.0,3.0,3.0,0,0
3569,27531.0,0,9.0,0,1,1,30.0,3.0,3.0,1,0
3572,24240.0,1,13.0,0,1,1,37.0,5.0,5.0,1,0
3574,22085.0,0,35.0,0,1,1,36.0,3.0,3.0,1,0
3576,23317.0,0,21.0,0,1,1,41.0,3.0,5.0,0,0
3578,21368.0,0,14.0,1,0,0,36.0,3.0,3.0,1,0
3580,21086.0,1,31.0,1,0,0,29.0,3.0,4.0,1,1
3581,21492.0,1,33.0,1,0,0,23.0,3.0,3.0,0,0
3583,21990.0,0,12.0,1,0,0,33.0,5.0,3.0,0,0
3585,20819.0,0,14.0,1,0,0,31.0,3.0,4.0,1,0
3587,23063.0,0,33.0,0,1,1,46.0,3.0,5.0,1,0
3589,23341.0,1,19.0,0,1,1,37.0,2.0,3.0,0,0
3590,23402.0,0,17.0,0,1,1,35.0,3.0,3.0,1,0
3591,21889.0,0,32.0,1,0,0,50.0,3.0,5.0,0,0
3592,24055.0,0,17.0,0,1,1,40.0,4.0,5.0,1,0
3593,22744.0,0,26.0,1,0,0,28.0,3.0,5.0,1,0
3594,23886.0,0,25.0,0,1,1,36.0,3.0,5.0,1,0
3599,21747.0,0,10.0,0,1,1,40.0,2.0,3.0,1,0
3601,22826.0,0,15.0,0,1,1,36.0,3.0,3.0,0,0
3602,24446.0,0,26.0,0,1,1,38.0,5.0,3.0,1,0
3604,24448.0,0,9.0,0,1,1,46.0,3.0,3.0,0,0
3607,22614.0,0,17.0,1,0,0,38.0,3.0,4.0,0,0
3609,24421.0,1,7.0,0,1,1,45.0,6.0,3.0,1,0
3613,22195.0,0,15.0,1,0,0,28.0,2.0,3.0,0,0
3618,23884.0,0,9.0,0,1,1,26.0,3.0,3.0,1,0
3619,23973.0,0,19.0,0,1,1,40.0,6.0,4.0,1,0
3623,24111.0,0,10.0,0,1,1,35.0,3.0,4.0,0,0
3626,23052.0,0,7.0,0,1,1,37.0,2.0,3.0,0,0
3631,23413.0,0,7.0,0,1,1,39.0,2.0,3.0,1,0
3632,22865.0,1,12.0,0,1,1,30.0,3.0,4.0,1,0
3633,24183.0,0,9.0,0,1,1,34.0,3.0,3.0,1,0
3634,24148.0,0,9.0,0,1,1,33.0,2.0,4.0,1,0
3635,24154.0,0,12.0,0,1,1,32.0,3.0,3.0,0,0
3636,21265.0,1,23.0,1,0,0,50.0,6.0,5.0,0,0
3642,24046.0,1,23.0,0,1,1,34.0,3.0,3.0,0,0
3644,21873.0,1,7.0,1,0,0,45.0,6.0,3.0,0,0
3646,21984.0,0,11.0,1,0,0,39.0,2.0,3.0,0,0
3648,21333.0,1,14.0,1,0,0,49.0,4.0,3.0,0,1
3652,22664.0,0,12.0,0,1,1,35.0,3.0,3.0,1,0
3654,20706.0,0,28.0,1,0,0,34.0,3.0,4.0,1,0
3656,21607.0,0,26.0,1,0,0,35.0,3.0,3.0,0,0
3657,20953.0,1,14.0,1,0,0,24.0,3.0,3.0,1,1
3660,26525.0,1,9.0,0,1,1,44.0,3.0,3.0,1,0
3661,23079.0,0,16.0,1,0,0,25.0,3.0,3.0,1,0
3663,21652.0,0,16.0,1,0,0,30.0,2.0,3.0,0,0
3671,22155.0,0,9.0,1,0,0,32.0,3.0,3.0,1,0
3673,25194.0,1,15.0,0,1,1,41.0,4.0,5.0,0,0
3674,22585.0,0,36.0,1,0,0,25.0,3.0,5.0,1,0
3676,25561.0,0,34.0,0,1,1,36.0,4.0,3.0,1,0
3677,21540.0,0,23.0,1,0,0,31.0,3.0,3.0,1,0
3678,23656.0,0,9.0,0,1,1,48.0,2.0,4.0,1,0
3680,24812.0,1,20.0,0,1,1,37.0,7.0,5.0,1,1
3684,25150.0,1,7.0,0,1,1,40.0,3.0,3.0,1,0
3689,20823.0,0,17.0,1,0,0,25.0,2.0,3.0,1,0
3696,21610.0,1,9.0,1,0,0,35.0,2.0,3.0,1,0
3700,21146.0,0,9.0,1,0,0,39.0,6.0,4.0,0,0
3703,23972.0,0,23.0,0,1,1,31.0,5.0,3.0,1,0
3707,21444.0,0,19.0,1,0,0,43.0,2.0,4.0,1,0
3710,20967.0,0,16.0,1,0,0,42.0,3.0,5.0,1,0
3711,22679.0,1,17.0,0,1,1,35.0,3.0,3.0,1,0
3716,22380.0,0,13.0,1,0,0,39.0,3.0,3.0,0,0
3717,21076.0,1,15.0,1,0,0,23.0,3.0,5.0,0,1
3718,24146.0,0,36.0,0,1,1,32.0,3.0,3.0,0,0
3720,22867.0,0,16.0,0,1,1,38.0,3.0,4.0,1,0
3723,21020.0,1,7.0,1,0,0,45.0,3.0,4.0,1,1
3724,22749.0,0,15.0,0,1,1,38.0,4.0,4.0,1,0
3727,20722.0,0,7.0,1,0,0,29.0,3.0,3.0,1,0
3730,22055.0,0,9.0,1,0,0,41.0,6.0,5.0,0,0
3731,24216.0,0,20.0,0,1,1,43.0,7.0,5.0,1,0
3732,24440.0,0,9.0,0,1,1,36.0,4.0,3.0,1,0
3733,21270.0,0,9.0,1,0,0,39.0,7.0,4.0,1,0
3734,24024.0,0,16.0,0,1,1,35.0,6.0,5.0,1,1
3736,22805.0,0,27.0,0,1,1,40.0,4.0,3.0,1,0
3741,20826.0,1,27.0,1,0,0,27.0,2.0,4.0,0,1
3743,25191.0,0,7.0,0,1,1,41.0,6.0,3.0,0,0
3748,23126.0,0,19.0,0,1,1,41.0,4.0,5.0,0,0
3749,25532.0,0,14.0,0,1,1,55.0,6.0,3.0,0,0
3751,22269.0,0,7.0,1,0,0,29.0,3.0,5.0,0,0
3756,21634.0,0,25.0,1,0,0,32.0,2.0,5.0,1,1
3757,21013.0,1,20.0,1,0,0,30.0,6.0,5.0,1,1
3758,23832.0,0,9.0,0,1,1,46.0,6.0,3.0,0,0
3759,25640.0,1,9.0,0,1,1,37.0,6.0,4.0,0,0
3760,24353.0,0,9.0,0,1,1,44.0,3.0,3.0,1,0
3762,22490.0,0,27.0,1,0,0,30.0,3.0,3.0,1,0
3767,21384.0,0,7.0,1,0,0,29.0,3.0,3.0,1,0
3772,22218.0,0,30.0,0,1,1,28.0,3.0,3.0,0,0
3773,21482.0,0,13.0,1,0,0,30.0,3.0,4.0,1,0
3778,23452.0,0,22.0,1,0,0,28.0,2.0,5.0,0,0
3779,22580.0,0,26.0,0,1,1,40.0,2.0,3.0,1,0
3781,21534.0,0,10.0,1,0,0,29.0,3.0,4.0,0,0
3785,22875.0,0,27.0,0,1,1,32.0,3.0,3.0,1,0
3788,22962.0,1,14.0,0,1,1,38.0,7.0,5.0,1,0
3789,23466.0,1,23.0,0,1,1,36.0,2.0,4.0,0,0
3790,24584.0,0,32.0,0,1,1,46.0,2.0,3.0,0,0
3793,21611.0,1,7.0,1,0,0,27.0,3.0,3.0,0,0
3796,23711.0,0,7.0,0,1,1,45.0,4.0,5.0,1,0
3799,24185.0,0,24.0,0,1,1,37.0,4.0,4.0,1,0
3800,23071.0,0,15.0,0,1,1,42.0,7.0,4.0,0,0
3802,25261.0,1,17.0,0,1,1,32.0,4.0,3.0,0,0
3803,26781.0,1,10.0,0,1,1,35.0,5.0,3.0,0,0
3804,22656.0,0,11.0,1,0,0,32.0,2.0,3.0,0,0
3805,21222.0,0,13.0,1,0,0,27.0,2.0,3.0,1,0
3808,25512.0,1,7.0,0,1,1,29.0,3.0,3.0,1,0
3812,24425.0,1,29.0,0,1,1,35.0,3.0,3.0,1,0
3816,23829.0,0,16.0,0,1,1,40.0,3.0,5.0,1,0
3817,20811.0,1,15.0,0,1,1,39.0,3.0,4.0,0,0
3820,23449.0,0,16.0,1,0,0,39.0,4.0,3.0,1,0
3822,23765.0,1,19.0,0,1,1,43.0,5.0,3.0,1,0
3823,21541.0,0,29.0,1,0,0,28.0,3.0,4.0,0,1
3824,20822.0,0,25.0,0,1,1,36.0,2.0,5.0,1,0
3826,21743.0,1,10.0,1,0,0,32.0,3.0,5.0,1,0
3827,21488.0,0,16.0,1,0,0,37.0,3.0,4.0,1,0
3831,24051.0,0,7.0,0,1,1,30.0,2.0,5.0,1,0
3832,25345.0,0,22.0,0,1,1,33.0,7.0,3.0,0,0
3836,23882.0,1,14.0,0,1,1,36.0,3.0,3.0,0,0
3839,24295.0,1,33.0,0,1,1,32.0,3.0,3.0,1,1
3841,21575.0,0,16.0,0,1,1,55.0,5.0,3.0,0,0
3842,24646.0,0,14.0,0,1,1,34.0,3.0,3.0,1,0
3844,21669.0,1,7.0,1,0,0,39.0,2.0,4.0,1,0
3854,24355.0,0,9.0,0,1,1,41.0,5.0,4.0,0,0
3855,20865.0,0,9.0,1,0,0,26.0,6.0,4.0,0,0
3856,22426.0,0,7.0,1,0,0,31.0,3.0,4.0,1,0
3859,20686.0,0,7.0,1,0,0,34.0,3.0,3.0,1,0
3860,23118.0,0,7.0,0,1,1,39.0,2.0,4.0,1,0
3861,21745.0,0,9.0,1,0,0,32.0,2.0,3.0,1,0
3862,23999.0,0,13.0,0,1,1,39.0,4.0,3.0,1,0
3864,21460.0,0,7.0,1,0,0,42.0,5.0,3.0,1,0
3866,21338.0,1,18.0,1,0,0,36.0,2.0,3.0,1,0
3869,23556.0,1,22.0,0,1,1,34.0,2.0,3.0,0,0
3871,21084.0,0,7.0,1,0,0,41.0,2.0,3.0,1,0
3872,20947.0,0,7.0,1,0,0,33.0,2.0,4.0,1,0
3877,23585.0,1,15.0,0,1,1,26.0,2.0,3.0,0,0
3882,20468.0,0,16.0,1,0,0,24.0,3.0,5.0,1,1
3884,23809.0,0,11.0,0,1,1,37.0,2.0,4.0,0,0
3886,23465.0,1,7.0,1,0,0,30.0,2.0,3.0,1,1
3890,25390.0,0,35.0,0,1,1,35.0,3.0,3.0,0,0
3895,24021.0,0,17.0,0,1,1,39.0,3.0,3.0,0,0
3896,25406.0,0,7.0,0,1,1,51.0,2.0,3.0,1,1
3897,25330.0,0,18.0,0,1,1,37.0,6.0,3.0,0,0
3900,24367.0,1,25.0,0,1,1,36.0,3.0,3.0,1,0
3901,20679.0,0,9.0,1,0,0,41.0,4.0,3.0,0,0
3903,22703.0,1,20.0,0,1,1,30.0,6.0,4.0,1,0
3909,21249.0,0,30.0,0,1,1,37.0,6.0,3.0,1,0
3911,24820.0,1,11.0,0,1,1,28.0,3.0,4.0,1,0
3912,24068.0,0,9.0,0,1,1,50.0,4.0,4.0,1,0
3913,23082.0,0,15.0,0,1,1,35.0,4.0,3.0,1,0
3915,23808.0,0,15.0,0,1,1,50.0,3.0,4.0,1,0
3917,21587.0,1,10.0,1,0,0,34.0,3.0,3.0,0,0
3918,22146.0,0,9.0,1,0,0,28.0,2.0,4.0,1,0
3921,21371.0,0,31.0,1,0,0,31.0,3.0,3.0,1,0
3924,21104.0,0,23.0,1,0,0,36.0,2.0,4.0,1,0
3926,21589.0,0,33.0,1,0,0,32.0,3.0,3.0,1,0
3927,21339.0,0,26.0,1,0,0,35.0,2.0,3.0,1,0
3930,21976.0,1,12.0,1,0,0,33.0,2.0,4.0,1,0
3931,21613.0,1,23.0,1,0,0,23.0,3.0,3.0,1,0
3934,22689.0,0,18.0,0,1,1,25.0,2.0,3.0,0,0
3941,25503.0,0,15.0,0,1,1,43.0,2.0,4.0,1,0
3945,25143.0,1,17.0,0,1,1,45.0,4.0,3.0,1,0
3948,20971.0,1,7.0,1,0,0,25.0,4.0,3.0,1,1
3949,21323.0,0,9.0,1,0,0,44.0,3.0,3.0,0,0
3950,21361.0,1,10.0,1,0,0,51.0,3.0,3.0,1,1
3951,20692.0,0,9.0,1,0,0,36.0,3.0,3.0,0,0
3952,22097.0,1,12.0,1,0,0,37.0,2.0,5.0,0,0
3953,24054.0,0,7.0,0,1,1,34.0,4.0,5.0,0,0
3954,20629.0,0,11.0,1,0,0,36.0,3.0,3.0,1,0
3955,21019.0,0,9.0,1,0,0,28.0,3.0,5.0,0,0
3961,21700.0,0,26.0,1,0,0,38.0,6.0,4.0,1,0
3963,20947.0,0,15.0,1,0,0,36.0,3.0,3.0,1,0
3966,24132.0,1,7.0,0,1,1,45.0,7.0,5.0,0,0
3968,22835.0,1,30.0,0,1,1,27.0,2.0,3.0,0,0
3971,22692.0,1,30.0,1,0,0,36.0,5.0,5.0,0,0
3972,24593.0,0,14.0,0,1,1,32.0,5.0,3.0,1,0
3973,24671.0,0,7.0,0,1,1,38.0,3.0,3.0,1,0
3974,24840.0,1,7.0,0,1,1,33.0,3.0,3.0,1,0
3982,20872.0,0,7.0,1,0,0,36.0,6.0,5.0,1,0
3983,22066.0,1,16.0,1,0,0,37.0,2.0,3.0,1,1
3985,21381.0,0,9.0,1,0,0,30.0,2.0,4.0,1,0
3987,24898.0,0,7.0,0,1,1,33.0,3.0,4.0,1,0
3988,21716.0,0,13.0,1,0,0,37.0,5.0,3.0,0,0
3993,23699.0,1,12.0,0,1,1,47.0,2.0,4.0,1,0
3994,23804.0,1,7.0,0,1,1,31.0,3.0,3.0,1,0
3998,23003.0,0,7.0,0,1,1,35.0,3.0,4.0,1,0
4001,20753.0,0,16.0,1,0,0,52.0,5.0,3.0,1,0
4006,23887.0,1,11.0,0,1,1,31.0,3.0,4.0,0,0
4010,23677.0,0,10.0,0,1,1,25.0,2.0,3.0,0,0
4011,22899.0,0,11.0,0,1,1,29.0,3.0,3.0,1,0
4013,20720.0,0,30.0,0,1,1,45.0,6.0,4.0,1,0
4014,20751.0,1,13.0,1,0,0,38.0,6.0,5.0,1,1
4018,23841.0,0,9.0,0,1,1,38.0,7.0,3.0,1,0
4022,21567.0,0,14.0,1,0,0,26.0,3.0,3.0,1,0
4027,21452.0,0,25.0,1,0,0,25.0,2.0,3.0,1,0
4032,21513.0,0,10.0,1,0,0,37.0,7.0,3.0,0,0
4035,24824.0,0,29.0,0,1,1,34.0,2.0,4.0,1,0
4039,21046.0,0,13.0,1,0,0,27.0,3.0,4.0,0,0
4043,25245.0,0,27.0,0,1,1,50.0,3.0,5.0,0,0
4048,21620.0,0,32.0,1,0,0,27.0,3.0,3.0,0,0
4051,24580.0,0,11.0,0,1,1,40.0,6.0,3.0,0,0
4052,27317.0,0,35.0,0,1,1,26.0,4.0,3.0,1,0
4053,25025.0,1,16.0,0,1,1,31.0,2.0,3.0,1,0
4062,20916.0,0,16.0,1,0,0,42.0,4.0,5.0,1,0
4064,24283.0,0,33.0,0,1,1,41.0,3.0,4.0,0,0
4066,20984.0,1,13.0,0,1,1,54.0,4.0,3.0,1,0
4067,21026.0,0,16.0,0,1,1,46.0,2.0,4.0,1,0
4070,24810.0,0,14.0,0,1,1,52.0,4.0,3.0,1,0
4074,21001.0,0,26.0,1,0,0,23.0,3.0,3.0,1,0
4076,21391.0,0,28.0,1,0,0,29.0,3.0,3.0,1,0
4078,21244.0,1,10.0,1,0,0,28.0,3.0,3.0,1,0
4080,21129.0,0,21.0,1,0,0,42.0,6.0,3.0,1,0
4087,21750.0,0,16.0,0,1,1,31.0,3.0,5.0,1,0
4088,23684.0,1,11.0,0,1,1,46.0,6.0,5.0,0,0
4094,22607.0,1,19.0,1,0,0,32.0,2.0,3.0,0,0
4097,22368.0,0,7.0,1,0,0,51.0,4.0,3.0,1,0
4098,23128.0,0,20.0,0,1,1,54.0,3.0,5.0,0,0
4099,21434.0,0,21.0,1,0,0,34.0,3.0,4.0,0,0
4106,24594.0,1,30.0,0,1,1,36.0,5.0,3.0,1,1
4107,20767.0,0,14.0,1,0,0,44.0,6.0,3.0,1,0
4109,22242.0,1,28.0,1,0,0,38.0,3.0,5.0,1,0
4111,23943.0,0,28.0,0,1,1,43.0,4.0,3.0,0,0
4112,25231.0,0,9.0,0,1,1,39.0,2.0,3.0,1,0
4115,25482.0,1,25.0,0,1,1,50.0,3.0,3.0,1,0
4116,22493.0,1,17.0,1,0,0,35.0,3.0,3.0,1,0
4117,21419.0,1,26.0,0,1,1,41.0,2.0,3.0,1,0
4118,25351.0,1,36.0,0,1,1,39.0,2.0,5.0,1,1
4120,21006.0,1,12.0,1,0,0,23.0,3.0,4.0,1,0
4122,23554.0,0,16.0,0,1,1,41.0,2.0,3.0,1,0
4133,24618.0,0,10.0,0,1,1,55.0,4.0,5.0,0,0
4140,21471.0,0,11.0,1,0,0,38.0,6.0,3.0,1,0
4148,21114.0,1,21.0,1,0,0,34.0,7.0,3.0,1,1
4150,21385.0,0,9.0,1,0,0,34.0,2.0,5.0,0,1
4152,22609.0,0,11.0,1,0,0,33.0,4.0,4.0,0,0
4154,20910.0,0,7.0,1,0,0,40.0,2.0,3.0,0,0
4155,23143.0,0,33.0,0,1,1,33.0,2.0,3.0,1,0
4156,21750.0,0,26.0,0,1,1,42.0,4.0,5.0,1,0
4160,21589.0,0,12.0,1,0,0,34.0,3.0,3.0,0,0
4162,22598.0,0,7.0,1,0,0,38.0,4.0,5.0,0,0
4163,25112.0,0,14.0,0,1,1,46.0,6.0,3.0,1,0
4168,25609.0,0,27.0,0,1,1,30.0,4.0,3.0,1,0
4169,23576.0,0,7.0,0,1,1,26.0,2.0,3.0,0,0
